prop,DeadTree,-20.456,-2.433,0.000,0.000,0.0
prop,DeadTree,-18.470,9.505,0.000,0.000,0.0
prop,DeadTree,-10.990,-19.210,0.000,0.000,0.0
prop,DeadTree,-10.633,12.441,0.000,0.000,0.0
prop,DeadTree,-9.462,-2.723,0.000,0.000,0.0
prop,DeadTree,-8.847,11.936,0.000,0.000,0.0
prop,DeadTree,-7.421,-2.856,0.000,0.000,0.0
prop,DeadTree,-4.528,3.987,0.000,0.000,0.0
prop,DeadTree,-2.092,-12.328,0.000,0.000,0.0
prop,DeadTree,-0.823,-11.125,0.000,0.000,0.0
prop,DeadTree,1.144,-3.752,0.000,0.000,0.0
prop,DeadTree,4.150,-14.448,0.000,0.000,0.0
prop,DeadTree,4.226,-3.797,0.000,0.000,0.0
prop,DeadTree,8.361,2.892,0.000,0.000,0.0
prop,DeadTree,9.130,-10.443,0.000,0.000,0.0
prop,DeadTree,9.581,-13.888,0.000,0.000,0.0
prop,DeadTree,10.228,13.935,0.000,0.000,0.0
prop,DeadTree,17.746,20.597,0.000,0.000,0.0
prop,DeadTree,17.948,6.088,0.000,0.000,0.0
prop,DeadTree,19.304,-8.190,0.000,0.000,0.0
prop,DeadTree,21.622,19.601,0.000,0.000,0.0
prop,DeadTree,21.633,-0.951,0.000,0.000,0.0
prop,DeadTree,22.212,-4.659,0.000,0.000,0.0
prop,DeadTree,24.199,7.897,0.000,0.000,0.0
prop,DeadTree,25.159,-1.044,0.000,0.000,0.0
prop,DeadTree,25.451,-20.521,0.000,0.000,0.0
prop,DeadTree,28.904,-21.729,0.000,0.000,0.0
prop,DeadTree,29.441,13.519,0.000,0.000,0.0
prop,DeadTree,29.586,4.269,0.000,0.000,0.0
prop,DeadTree,29.916,-4.160,0.000,0.000,0.0
prop,Fence,-4.000,8.000,0.000,0.000,0.0
prop,Fence,-4.000,9.000,0.000,0.000,90.0
prop,Fence,-4.000,10.000,0.000,0.000,90.0
prop,Fence,-4.000,11.000,0.000,0.000,90.0
prop,Fence,-4.000,12.000,0.000,0.000,90.0
prop,Fence,-4.000,13.000,0.000,0.000,90.0
prop,Fence,-4.000,14.000,0.000,0.000,90.0
prop,Fence,-4.000,15.000,0.000,0.000,90.0
prop,Fence,-4.000,16.000,0.000,0.000,0.0
prop,Fence,-3.000,8.000,0.000,0.000,0.0
prop,Fence,-3.000,16.000,0.000,0.000,0.0
prop,Fence,-2.000,8.000,0.000,0.000,0.0
prop,Fence,-2.000,16.000,0.000,0.000,0.0
prop,Fence,-1.000,8.000,0.000,0.000,0.0
prop,Fence,-1.000,16.000,0.000,0.000,0.0
prop,Fence,0.000,8.000,0.000,0.000,0.0
prop,Fence,0.000,16.000,0.000,0.000,0.0
prop,Fence,1.000,8.000,0.000,0.000,0.0
prop,Fence,1.000,16.000,0.000,0.000,0.0
prop,Fence,2.000,8.000,0.000,0.000,0.0
prop,Fence,2.000,16.000,0.000,0.000,0.0
prop,Fence,3.000,8.000,0.000,0.000,0.0
prop,Fence,3.000,16.000,0.000,0.000,0.0
prop,Fence,4.000,8.000,0.000,0.000,0.0
prop,Fence,4.000,16.000,0.000,0.000,0.0
prop,Fence,5.000,8.000,0.000,0.000,0.0
prop,Fence,5.000,16.000,0.000,0.000,0.0
prop,Fence,6.000,8.000,0.000,0.000,0.0
prop,Fence,6.000,9.000,0.000,0.000,90.0
prop,Fence,6.000,10.000,0.000,0.000,90.0
prop,Fence,6.000,11.000,0.000,0.000,90.0
prop,Fence,6.000,12.000,0.000,0.000,90.0
prop,Fence,6.000,13.000,0.000,0.000,90.0
prop,Fence,6.000,14.000,0.000,0.000,90.0
prop,Fence,6.000,15.000,0.000,0.000,90.0
prop,Fence,6.000,16.000,0.000,0.000,0.0
prop,Hut,-2.000,14.000,0.000,0.000,0.0
prop,Hut,-1.000,10.000,0.000,0.000,0.0
prop,Hut,3.000,13.000,0.000,0.000,0.0
prop,Hut,4.000,11.000,0.000,0.000,0.0
prop,Barrel,-0.740,-8.740,0.000,0.000,0.0
prop,Barrel,7.665,-8.222,0.000,0.000,0.0
prop,Barrel,12.563,-7.532,0.000,0.000,0.0
prop,Barrel,14.994,4.986,0.000,0.000,0.0
prop,Barrel,17.887,-11.200,0.000,0.000,0.0
prop,Barrel,-1.500,-6.500,0.000,0.000,0.0
prop,Barrel,1.500,6.500,0.000,0.000,0.0
prop,Barrel,9.500,1.500,0.000,0.000,0.0
prop,Rock,-6.500,3.500,0.000,0.000,0.0
prop,Rock,0.500,1.500,0.000,0.000,0.0
prop,Rock,4.500,-5.500,0.000,0.000,0.0
prop,Crate,-7.500,-3.500,0.000,0.000,0.0
prop,Crate,6.500,-1.500,0.000,0.000,0.0
prop,Crate,7.500,-1.500,0.000,0.000,0.0
prop,Crate,-10.500,-2.500,0.000,0.000,0.0
prop,Crate,8.500,6.500,0.000,0.000,0.0
prop,Rock,-10.500,6.500,0.000,0.000,0.0
prop,Rock,-9.500,6.500,0.000,0.000,0.0
prop,Rock,-3.500,5.500,0.000,0.000,0.0
prop,Rock,2.500,-4.500,0.000,0.000,0.0
prop,Rock,10.500,-6.500,0.000,0.000,0.0
chest,Chest_-30_22,-30.000,22.000,0.000,0.000,0.0
chest,Chest_30_-22,30.000,-22.000,0.000,0.000,0.0
chest,Chest_30_22,30.000,22.000,0.000,0.000,0.0
mud,ToxicMud,-5.000,-1.000,4.000,3.000,0.0
mud,ToxicMud,-2.393,-3.241,4.000,3.000,0.0
mud,ToxicMud,4.500,4.000,3.000,3.000,0.0
litter,Litter_-2_3,-2.000,3.000,0.000,0.000,0.0
litter,Litter_-4_-2,-4.000,-2.000,0.000,0.000,0.0
litter,Litter_-6_1,-6.000,1.000,0.000,0.000,0.0
